,Model Number,Accuracy,Sample Count
325,2,0.14493735134601593,20992
326,3,0.14992289245128632,20992
327,4,0.15828554332256317,20992
328,1,0.15068332850933075,21248
329,2,0.1444142907857895,21248
330,3,0.14934048056602478,21248
331,4,0.1575702428817749,21248
332,1,0.1501246988773346,21504
333,2,0.14390352368354797,21504
334,3,0.1487717628479004,21504
335,4,0.1568717658519745,21504
336,1,0.14957906305789948,21760
337,2,0.14340464770793915,21760
338,3,0.14821627736091614,21760
339,4,0.15618953108787537,21760
340,1,0.14904597401618958,22016
341,2,0.14291724562644958,22016
342,3,0.147673562169075,22016
343,4,0.15552298724651337,22016
344,1,0.14852499961853027,22272
345,2,0.14244091510772705,22272
346,3,0.1471431851387024,22272
347,4,0.1548715978860855,22272
348,1,0.14801573753356934,22528
349,2,0.1419752836227417,22528
350,3,0.14662471413612366,22528
351,4,0.15423482656478882,22528
352,1,0.14751777052879333,22784
353,2,0.14151999354362488,22784
354,3,0.14611777663230896,22784
355,4,0.15361222624778748,22784
356,1,0.147030770778656,23040
357,2,0.14107473194599152,23040
358,3,0.14562198519706726,23040
359,4,0.1530032902956009,23040
360,1,0.1465543508529663,23296
361,2,0.14063912630081177,23296
362,3,0.14513695240020752,23296
363,4,0.15240760147571564,23296
364,1,0.14608816802501678,23552
365,2,0.14021290838718414,23552
366,3,0.14466236531734467,23552
367,4,0.1518247276544571,23552
368,1,0.14563190937042236,23808
369,2,0.13979575037956238,23808
370,3,0.14419786632061005,23808
371,4,0.15125425159931183,23808
372,1,0.14518526196479797,24064
373,2,0.1393873691558838,24064
374,3,0.14374315738677979,24064
375,4,0.1506957858800888,24064
376,1,0.14474791288375854,24320
377,2,0.1389874964952469,24320
378,3,0.14329791069030762,24320
379,4,0.15014895796775818,24320
380,1,0.1443195939064026,24576
381,2,0.13859587907791138,24576
382,3,0.14286185801029205,24576
383,4,0.1496133953332901,24576
384,1,0.14390000700950623,24832
385,2,0.13821224868297577,24832
386,3,0.14243470132350922,24832
387,4,0.1490887701511383,24832
388,1,0.14348888397216797,25088
389,2,0.13783636689186096,25088
390,3,0.14201615750789642,25088
391,4,0.14857475459575653,25088
392,1,0.1430860012769699,25344
393,2,0.13746799528598785,25344
394,3,0.14160600304603577,25344
395,4,0.14807100594043732,25344
396,1,0.14269109070301056,25600
397,2,0.13710692524909973,25600
398,3,0.14120395481586456,25600
399,4,0.1475772261619568,25600
400,1,0.142303928732872,25856
401,2,0.13675294816493988,25856
402,3,0.1408098042011261,25856
403,4,0.14709313213825226,25856
404,1,0.14192427694797516,26112
405,2,0.1364058256149292,26112
406,3,0.14042329788208008,26112
407,4,0.14661844074726105,26112
408,1,0.1415519267320633,26368
409,2,0.13606537878513336,26368
410,3,0.1400442272424698,26368
411,4,0.14615288376808167,26368
412,1,0.1411866694688797,26624
413,2,0.13573142886161804,26624
414,3,0.1396723836660385,26624
415,4,0.14569619297981262,26624
416,1,0.14082829654216766,26880
417,2,0.13540376722812653,26880
418,3,0.13930754363536835,26880
419,4,0.14524811506271362,26880
420,1,0.14047662913799286,27136
421,2,0.13508224487304688,27136
